Title,Publisher,Publisher_ID,Platform,DOI,Proprietary_ID,Print_ISSN,Online_ISSN,URI,Access_Type,Metric_Type,Reporting_Period_Total,Jul-2020,Aug-2020,Sep-2020,Oct-2020,Nov-2020,Dec-2020,Jan-2021,Feb-2021,Mar-2021,Apr-2021,May-2021,Jun-2021
"Journal of Global History",Cambridge University Press,,Cambridge Core,,CUP:JGH,1740-0228,1740-0236,https://www.cambridge.org/core/product/identifier/JGH/type/journal,Controlled,Unique_Item_Investigations,2,0,0,0,0,1,0,0,0,0,0,1,0,
"Journal of Global History",Cambridge University Press,,Cambridge Core,,CUP:JGH,1740-0228,1740-0236,https://www.cambridge.org/core/product/identifier/JGH/type/journal,Controlled,Total_Item_Requests,4,0,0,0,0,0,0,0,0,0,0,4,0,
"Journal of Global History",Cambridge University Press,,Cambridge Core,,CUP:JGH,1740-0228,1740-0236,https://www.cambridge.org/core/product/identifier/JGH/type/journal,Controlled,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,0,0,1,0,
"National Institute Economic Review",Cambridge University Press,,Cambridge Core,,CUP:NIE,0027-9501,1741-3036,https://www.cambridge.org/core/product/identifier/NIE/type/journal,Controlled,Total_Item_Investigations,19,0,0,0,0,6,0,0,2,9,0,1,1,
"National Institute Economic Review",Cambridge University Press,,Cambridge Core,,CUP:NIE,0027-9501,1741-3036,https://www.cambridge.org/core/product/identifier/NIE/type/journal,Controlled,Total_Item_Requests,8,0,0,0,0,3,0,0,2,3,0,0,0,
"National Institute Economic Review",Cambridge University Press,,Cambridge Core,,CUP:NIE,0027-9501,1741-3036,https://www.cambridge.org/core/product/identifier/NIE/type/journal,Controlled,Unique_Item_Investigations,13,0,0,0,0,3,0,0,1,7,0,1,1,
"National Institute Economic Review",Cambridge University Press,,Cambridge Core,,CUP:NIE,0027-9501,1741-3036,https://www.cambridge.org/core/product/identifier/NIE/type/journal,Controlled,Unique_Item_Requests,6,0,0,0,0,3,0,0,1,2,0,0,0,
"Wireless Power Transfer",Cambridge University Press,,Cambridge Core,,CUP:WPT,,2052-8418,https://www.cambridge.org/core/product/identifier/WPT/type/journal,Controlled,Total_Item_Investigations,2,0,0,0,0,2,0,0,0,0,0,0,0,
"Wireless Power Transfer",Cambridge University Press,,Cambridge Core,,CUP:WPT,,2052-8418,https://www.cambridge.org/core/product/identifier/WPT/type/journal,Controlled,Unique_Item_Investigations,2,0,0,0,0,2,0,0,0,0,0,0,0,
"PMLA / Publications of the Modern Language Association of America",Cambridge University Press,,Cambridge Core,,CUP:MLA,0030-8129,1938-1530,https://www.cambridge.org/core/product/identifier/MLA/type/journal,Controlled,Total_Item_Investigations,5,0,0,0,0,0,3,0,0,0,0,2,0,
"PMLA / Publications of the Modern Language Association of America",Cambridge University Press,,Cambridge Core,,CUP:MLA,0030-8129,1938-1530,https://www.cambridge.org/core/product/identifier/MLA/type/journal,Controlled,Unique_Item_Investigations,4,0,0,0,0,0,3,0,0,0,0,1,0,
"PMLA / Publications of the Modern Language Association of America",Cambridge University Press,,Cambridge Core,,CUP:MLA,0030-8129,1938-1530,https://www.cambridge.org/core/product/identifier/MLA/type/journal,Controlled,Total_Item_Requests,1,0,0,0,0,0,0,0,0,0,0,1,0,
"PMLA / Publications of the Modern Language Association of America",Cambridge University Press,,Cambridge Core,,CUP:MLA,0030-8129,1938-1530,https://www.cambridge.org/core/product/identifier/MLA/type/journal,Controlled,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,0,0,1,0,
"American Journal of Alternative Agriculture",Cambridge University Press,,Cambridge Core,,CUP:AJA,0889-1893,1478-5498,https://www.cambridge.org/core/product/identifier/AJA/type/journal,Controlled,Total_Item_Investigations,2,0,0,0,0,0,2,0,0,0,0,0,0,
"American Journal of Alternative Agriculture",Cambridge University Press,,Cambridge Core,,CUP:AJA,0889-1893,1478-5498,https://www.cambridge.org/core/product/identifier/AJA/type/journal,Controlled,Unique_Item_Investigations,2,0,0,0,0,0,2,0,0,0,0,0,0,
"Annual of the British School at Athens",Cambridge University Press,,Cambridge Core,,CUP:ATH,0068-2454,2045-2403,https://www.cambridge.org/core/product/identifier/ATH/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0,
"Annual of the British School at Athens",Cambridge University Press,,Cambridge Core,,CUP:ATH,0068-2454,2045-2403,https://www.cambridge.org/core/product/identifier/ATH/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0,
"Hypatia",Cambridge University Press,,Cambridge Core,,CUP:HYP,0887-5367,1527-2001,https://www.cambridge.org/core/product/identifier/HYP/type/journal,Controlled,Total_Item_Investigations,24,0,0,0,0,0,1,0,0,0,1,0,22,
"Hypatia",Cambridge University Press,,Cambridge Core,,CUP:HYP,0887-5367,1527-2001,https://www.cambridge.org/core/product/identifier/HYP/type/journal,Controlled,Unique_Item_Investigations,22,0,0,0,0,0,1,0,0,0,1,0,20,
"Religious Studies",Cambridge University Press,,Cambridge Core,,CUP:RES,0034-4125,1469-901X,https://www.cambridge.org/core/product/identifier/RES/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0,
"Religious Studies",Cambridge University Press,,Cambridge Core,,CUP:RES,0034-4125,1469-901X,https://www.cambridge.org/core/product/identifier/RES/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0,
"Visual Neuroscience",Cambridge University Press,,Cambridge Core,,CUP:VNS,0952-5238,1469-8714,https://www.cambridge.org/core/product/identifier/VNS/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0,
"Visual Neuroscience",Cambridge University Press,,Cambridge Core,,CUP:VNS,0952-5238,1469-8714,https://www.cambridge.org/core/product/identifier/VNS/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0,
"Materials Research Society Internet Journal of Nitride Semiconductor Research",Cambridge University Press,,Cambridge Core,,CUP:MIJ,,1092-5783,https://www.cambridge.org/core/product/identifier/MIJ/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0,
"Materials Research Society Internet Journal of Nitride Semiconductor Research",Cambridge University Press,,Cambridge Core,,CUP:MIJ,,1092-5783,https://www.cambridge.org/core/product/identifier/MIJ/type/journal,Controlled,Total_Item_Requests,1,0,0,0,0,0,1,0,0,0,0,0,0,
"Materials Research Society Internet Journal of Nitride Semiconductor Research",Cambridge University Press,,Cambridge Core,,CUP:MIJ,,1092-5783,https://www.cambridge.org/core/product/identifier/MIJ/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0,
"Materials Research Society Internet Journal of Nitride Semiconductor Research",Cambridge University Press,,Cambridge Core,,CUP:MIJ,,1092-5783,https://www.cambridge.org/core/product/identifier/MIJ/type/journal,Controlled,Unique_Item_Requests,1,0,0,0,0,0,1,0,0,0,0,0,0,
"Journal of Pension Economics & Finance",Cambridge University Press,,Cambridge Core,,CUP:PEF,1474-7472,1475-3022,https://www.cambridge.org/core/product/identifier/PEF/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0,
"Journal of Pension Economics & Finance",Cambridge University Press,,Cambridge Core,,CUP:PEF,1474-7472,1475-3022,https://www.cambridge.org/core/product/identifier/PEF/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0,
"Journal of Glaciology",Cambridge University Press,,Cambridge Core,,CUP:JOG,0022-1430,1727-5652,https://www.cambridge.org/core/product/identifier/JOG/type/journal,Controlled,Total_Item_Investigations,24,0,0,0,0,0,22,0,0,0,0,0,2,
"Journal of Glaciology",Cambridge University Press,,Cambridge Core,,CUP:JOG,0022-1430,1727-5652,https://www.cambridge.org/core/product/identifier/JOG/type/journal,Controlled,Total_Item_Requests,24,0,0,0,0,0,22,0,0,0,0,0,2,
"Journal of Glaciology",Cambridge University Press,,Cambridge Core,,CUP:JOG,0022-1430,1727-5652,https://www.cambridge.org/core/product/identifier/JOG/type/journal,Controlled,Unique_Item_Investigations,9,0,0,0,0,0,8,0,0,0,0,0,1,
"Journal of Glaciology",Cambridge University Press,,Cambridge Core,,CUP:JOG,0022-1430,1727-5652,https://www.cambridge.org/core/product/identifier/JOG/type/journal,Controlled,Unique_Item_Requests,9,0,0,0,0,0,8,0,0,0,0,0,1,
"ReCALL",Cambridge University Press,,Cambridge Core,,CUP:REC,0958-3440,1474-0109,https://www.cambridge.org/core/product/identifier/REC/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0,
"ReCALL",Cambridge University Press,,Cambridge Core,,CUP:REC,0958-3440,1474-0109,https://www.cambridge.org/core/product/identifier/REC/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0,
"International & Comparative Law Quarterly",Cambridge University Press,,Cambridge Core,,CUP:ILQ,0020-5893,1471-6895,https://www.cambridge.org/core/product/identifier/ILQ/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0,
"International & Comparative Law Quarterly",Cambridge University Press,,Cambridge Core,,CUP:ILQ,0020-5893,1471-6895,https://www.cambridge.org/core/product/identifier/ILQ/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0,
"Episteme",Cambridge University Press,,Cambridge Core,,CUP:EPI,1742-3600,1750-0117,https://www.cambridge.org/core/product/identifier/EPI/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0,
"Episteme",Cambridge University Press,,Cambridge Core,,CUP:EPI,1742-3600,1750-0117,https://www.cambridge.org/core/product/identifier/EPI/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0,
"Quaternary Research",Cambridge University Press,,Cambridge Core,,CUP:QUA,0033-5894,1096-0287,https://www.cambridge.org/core/product/identifier/QUA/type/journal,Controlled,Total_Item_Investigations,2,0,0,0,0,0,2,0,0,0,0,0,0,
"Quaternary Research",Cambridge University Press,,Cambridge Core,,CUP:QUA,0033-5894,1096-0287,https://www.cambridge.org/core/product/identifier/QUA/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0,
"Antarctic Science",Cambridge University Press,,Cambridge Core,,CUP:ANS,0954-1020,1365-2079,https://www.cambridge.org/core/product/identifier/ANS/type/journal,OA_Gold,Total_Item_Investigations,3,0,0,0,0,0,3,0,0,0,0,0,0,
"Antarctic Science",Cambridge University Press,,Cambridge Core,,CUP:ANS,0954-1020,1365-2079,https://www.cambridge.org/core/product/identifier/ANS/type/journal,OA_Gold,Total_Item_Requests,3,0,0,0,0,0,3,0,0,0,0,0,0,
"Antarctic Science",Cambridge University Press,,Cambridge Core,,CUP:ANS,0954-1020,1365-2079,https://www.cambridge.org/core/product/identifier/ANS/type/journal,OA_Gold,Unique_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0,
"Antarctic Science",Cambridge University Press,,Cambridge Core,,CUP:ANS,0954-1020,1365-2079,https://www.cambridge.org/core/product/identifier/ANS/type/journal,OA_Gold,Unique_Item_Requests,1,0,0,0,0,0,1,0,0,0,0,0,0,
"Journal of Glaciology",Cambridge University Press,,Cambridge Core,,CUP:JOG,0022-1430,1727-5652,https://www.cambridge.org/core/product/identifier/JOG/type/journal,OA_Gold,Total_Item_Investigations,11,0,0,0,0,0,10,0,1,0,0,0,0,
"Journal of Glaciology",Cambridge University Press,,Cambridge Core,,CUP:JOG,0022-1430,1727-5652,https://www.cambridge.org/core/product/identifier/JOG/type/journal,OA_Gold,Total_Item_Requests,11,0,0,0,0,0,10,0,1,0,0,0,0,
"Journal of Glaciology",Cambridge University Press,,Cambridge Core,,CUP:JOG,0022-1430,1727-5652,https://www.cambridge.org/core/product/identifier/JOG/type/journal,OA_Gold,Unique_Item_Investigations,5,0,0,0,0,0,4,0,1,0,0,0,0,
"Journal of Glaciology",Cambridge University Press,,Cambridge Core,,CUP:JOG,0022-1430,1727-5652,https://www.cambridge.org/core/product/identifier/JOG/type/journal,OA_Gold,Unique_Item_Requests,5,0,0,0,0,0,4,0,1,0,0,0,0,
"Zygote",Cambridge University Press,,Cambridge Core,,CUP:ZYG,0967-1994,1469-8730,https://www.cambridge.org/core/product/identifier/ZYG/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0,
"Zygote",Cambridge University Press,,Cambridge Core,,CUP:ZYG,0967-1994,1469-8730,https://www.cambridge.org/core/product/identifier/ZYG/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0,
"Journal of Management & Organization",Cambridge University Press,,Cambridge Core,,CUP:JMO,1833-3672,1839-3527,https://www.cambridge.org/core/product/identifier/JMO/type/journal,Controlled,Total_Item_Investigations,3,0,0,0,0,0,1,0,0,0,0,2,0,
"Journal of Management & Organization",Cambridge University Press,,Cambridge Core,,CUP:JMO,1833-3672,1839-3527,https://www.cambridge.org/core/product/identifier/JMO/type/journal,Controlled,Unique_Item_Investigations,3,0,0,0,0,0,1,0,0,0,0,2,0,
"Annals of Glaciology",Cambridge University Press,,Cambridge Core,,CUP:AOG,0260-3055,1727-5644,https://www.cambridge.org/core/product/identifier/AOG/type/journal,OA_Gold,Total_Item_Investigations,6,0,0,0,0,0,6,0,0,0,0,0,0,
"Annals of Glaciology",Cambridge University Press,,Cambridge Core,,CUP:AOG,0260-3055,1727-5644,https://www.cambridge.org/core/product/identifier/AOG/type/journal,OA_Gold,Total_Item_Requests,6,0,0,0,0,0,6,0,0,0,0,0,0,
"Annals of Glaciology",Cambridge University Press,,Cambridge Core,,CUP:AOG,0260-3055,1727-5644,https://www.cambridge.org/core/product/identifier/AOG/type/journal,OA_Gold,Unique_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0,
"Annals of Glaciology",Cambridge University Press,,Cambridge Core,,CUP:AOG,0260-3055,1727-5644,https://www.cambridge.org/core/product/identifier/AOG/type/journal,OA_Gold,Unique_Item_Requests,1,0,0,0,0,0,1,0,0,0,0,0,0,
"APSIPA Transactions on Signal and Information Processing",Cambridge University Press,,Cambridge Core,,CUP:SIP,,2048-7703,https://www.cambridge.org/core/product/identifier/SIP/type/journal,OA_Gold,Total_Item_Investigations,2,0,0,0,0,0,1,1,0,0,0,0,0,
"APSIPA Transactions on Signal and Information Processing",Cambridge University Press,,Cambridge Core,,CUP:SIP,,2048-7703,https://www.cambridge.org/core/product/identifier/SIP/type/journal,OA_Gold,Total_Item_Requests,2,0,0,0,0,0,1,1,0,0,0,0,0,
"APSIPA Transactions on Signal and Information Processing",Cambridge University Press,,Cambridge Core,,CUP:SIP,,2048-7703,https://www.cambridge.org/core/product/identifier/SIP/type/journal,OA_Gold,Unique_Item_Investigations,2,0,0,0,0,0,1,1,0,0,0,0,0,
"APSIPA Transactions on Signal and Information Processing",Cambridge University Press,,Cambridge Core,,CUP:SIP,,2048-7703,https://www.cambridge.org/core/product/identifier/SIP/type/journal,OA_Gold,Unique_Item_Requests,2,0,0,0,0,0,1,1,0,0,0,0,0,
"Twin Research and Human Genetics",Cambridge University Press,,Cambridge Core,,CUP:THG,1832-4274,1839-2628,https://www.cambridge.org/core/product/identifier/THG/type/journal,OA_Gold,Total_Item_Investigations,5,0,0,0,0,0,5,0,0,0,0,0,0,
"Twin Research and Human Genetics",Cambridge University Press,,Cambridge Core,,CUP:THG,1832-4274,1839-2628,https://www.cambridge.org/core/product/identifier/THG/type/journal,OA_Gold,Total_Item_Requests,5,0,0,0,0,0,5,0,0,0,0,0,0,
"Twin Research and Human Genetics",Cambridge University Press,,Cambridge Core,,CUP:THG,1832-4274,1839-2628,https://www.cambridge.org/core/product/identifier/THG/type/journal,OA_Gold,Unique_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0,
"Twin Research and Human Genetics",Cambridge University Press,,Cambridge Core,,CUP:THG,1832-4274,1839-2628,https://www.cambridge.org/core/product/identifier/THG/type/journal,OA_Gold,Unique_Item_Requests,1,0,0,0,0,0,1,0,0,0,0,0,0,
"Industrial and Organizational Psychology",Cambridge University Press,,Cambridge Core,,CUP:IOP,1754-9426,1754-9434,https://www.cambridge.org/core/product/identifier/IOP/type/journal,Controlled,Total_Item_Investigations,2,0,0,0,0,0,1,0,0,1,0,0,0,
"Industrial and Organizational Psychology",Cambridge University Press,,Cambridge Core,,CUP:IOP,1754-9426,1754-9434,https://www.cambridge.org/core/product/identifier/IOP/type/journal,Controlled,Unique_Item_Investigations,2,0,0,0,0,0,1,0,0,1,0,0,0,
"Mathematical Proceedings of the Cambridge Philosophical Society",Cambridge University Press,,Cambridge Core,,CUP:PSP,0305-0041,1469-8064,https://www.cambridge.org/core/product/identifier/PSP/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,1,0,0,0,0,0,
"Mathematical Proceedings of the Cambridge Philosophical Society",Cambridge University Press,,Cambridge Core,,CUP:PSP,0305-0041,1469-8064,https://www.cambridge.org/core/product/identifier/PSP/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,1,0,0,0,0,0,
"Clay Minerals",Cambridge University Press,,Cambridge Core,,CUP:CLM,0009-8558,1471-8030,https://www.cambridge.org/core/product/identifier/CLM/type/journal,Controlled,Total_Item_Investigations,3,0,0,0,0,0,0,1,0,0,2,0,0,
"Clay Minerals",Cambridge University Press,,Cambridge Core,,CUP:CLM,0009-8558,1471-8030,https://www.cambridge.org/core/product/identifier/CLM/type/journal,Controlled,Unique_Item_Investigations,3,0,0,0,0,0,0,1,0,0,2,0,0,
"Behavioural and Cognitive Psychotherapy",Cambridge University Press,,Cambridge Core,,CUP:BCP,1352-4658,1469-1833,https://www.cambridge.org/core/product/identifier/BCP/type/journal,Controlled,Total_Item_Investigations,2,0,0,0,0,0,0,1,0,1,0,0,0,
"Behavioural and Cognitive Psychotherapy",Cambridge University Press,,Cambridge Core,,CUP:BCP,1352-4658,1469-1833,https://www.cambridge.org/core/product/identifier/BCP/type/journal,Controlled,Unique_Item_Investigations,2,0,0,0,0,0,0,1,0,1,0,0,0,
"Israel Law Review",Cambridge University Press,,Cambridge Core,,CUP:ISR,0021-2237,2047-9336,https://www.cambridge.org/core/product/identifier/ISR/type/journal,Controlled,Total_Item_Investigations,91,0,0,0,0,0,0,1,90,0,0,0,0,
"Israel Law Review",Cambridge University Press,,Cambridge Core,,CUP:ISR,0021-2237,2047-9336,https://www.cambridge.org/core/product/identifier/ISR/type/journal,Controlled,Unique_Item_Investigations,75,0,0,0,0,0,0,1,74,0,0,0,0,
"New Testament Studies",Cambridge University Press,,Cambridge Core,,CUP:NTS,0028-6885,1469-8145,https://www.cambridge.org/core/product/identifier/NTS/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,1,0,0,0,0,0,
"New Testament Studies",Cambridge University Press,,Cambridge Core,,CUP:NTS,0028-6885,1469-8145,https://www.cambridge.org/core/product/identifier/NTS/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,1,0,0,0,0,0,
"AI EDAM",Cambridge University Press,,Cambridge Core,,CUP:AIE,0890-0604,1469-1760,https://www.cambridge.org/core/product/identifier/AIE/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,1,0,0,0,0,0,
"AI EDAM",Cambridge University Press,,Cambridge Core,,CUP:AIE,0890-0604,1469-1760,https://www.cambridge.org/core/product/identifier/AIE/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,1,0,0,0,0,0,
"Canadian Journal on Aging / La Revue canadienne du vieillissement",Cambridge University Press,,Cambridge Core,,CUP:CJG,0714-9808,1710-1107,https://www.cambridge.org/core/product/identifier/CJG/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,1,0,0,0,0,0,
"Canadian Journal on Aging / La Revue canadienne du vieillissement",Cambridge University Press,,Cambridge Core,,CUP:CJG,0714-9808,1710-1107,https://www.cambridge.org/core/product/identifier/CJG/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,1,0,0,0,0,0,
"Natural Language Engineering",Cambridge University Press,,Cambridge Core,,CUP:NLE,1351-3249,1469-8110,https://www.cambridge.org/core/product/identifier/NLE/type/journal,OA_Gold,Total_Item_Investigations,2,0,0,0,0,0,0,2,0,0,0,0,0,
"Natural Language Engineering",Cambridge University Press,,Cambridge Core,,CUP:NLE,1351-3249,1469-8110,https://www.cambridge.org/core/product/identifier/NLE/type/journal,OA_Gold,Total_Item_Requests,2,0,0,0,0,0,0,2,0,0,0,0,0,
"Natural Language Engineering",Cambridge University Press,,Cambridge Core,,CUP:NLE,1351-3249,1469-8110,https://www.cambridge.org/core/product/identifier/NLE/type/journal,OA_Gold,Unique_Item_Investigations,1,0,0,0,0,0,0,1,0,0,0,0,0,
"Natural Language Engineering",Cambridge University Press,,Cambridge Core,,CUP:NLE,1351-3249,1469-8110,https://www.cambridge.org/core/product/identifier/NLE/type/journal,OA_Gold,Unique_Item_Requests,1,0,0,0,0,0,0,1,0,0,0,0,0,
"MRS Advances",Materials Research Society,,Cambridge Core,,CUP:ADV,,2059-8521,https://www.cambridge.org/core/product/identifier/ADV/type/journal,OA_Gold,Total_Item_Investigations,1,0,0,0,0,0,0,1,0,0,0,0,0,
"MRS Advances",Materials Research Society,,Cambridge Core,,CUP:ADV,,2059-8521,https://www.cambridge.org/core/product/identifier/ADV/type/journal,OA_Gold,Total_Item_Requests,1,0,0,0,0,0,0,1,0,0,0,0,0,
"MRS Advances",Materials Research Society,,Cambridge Core,,CUP:ADV,,2059-8521,https://www.cambridge.org/core/product/identifier/ADV/type/journal,OA_Gold,Unique_Item_Investigations,1,0,0,0,0,0,0,1,0,0,0,0,0,
"MRS Advances",Materials Research Society,,Cambridge Core,,CUP:ADV,,2059-8521,https://www.cambridge.org/core/product/identifier/ADV/type/journal,OA_Gold,Unique_Item_Requests,1,0,0,0,0,0,0,1,0,0,0,0,0,
"Twentieth-Century Music",Cambridge University Press,,Cambridge Core,,CUP:TCM,1478-5722,1478-5730,https://www.cambridge.org/core/product/identifier/TCM/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,1,0,0,0,0,0,
"Twentieth-Century Music",Cambridge University Press,,Cambridge Core,,CUP:TCM,1478-5722,1478-5730,https://www.cambridge.org/core/product/identifier/TCM/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,1,0,0,0,0,0,
"European Political Science Review",Cambridge University Press,,Cambridge Core,,CUP:EPR,1755-7739,1755-7747,https://www.cambridge.org/core/product/identifier/EPR/type/journal,Controlled,Total_Item_Investigations,2,0,0,0,0,0,0,1,0,1,0,0,0,
"European Political Science Review",Cambridge University Press,,Cambridge Core,,CUP:EPR,1755-7739,1755-7747,https://www.cambridge.org/core/product/identifier/EPR/type/journal,Controlled,Unique_Item_Investigations,2,0,0,0,0,0,0,1,0,1,0,0,0,
"Health Economics, Policy and Law",Cambridge University Press,,Cambridge Core,,CUP:HEP,1744-1331,1744-134X,https://www.cambridge.org/core/product/identifier/HEP/type/journal,OA_Gold,Total_Item_Investigations,1,0,0,0,0,0,0,1,0,0,0,0,0,
"Health Economics, Policy and Law",Cambridge University Press,,Cambridge Core,,CUP:HEP,1744-1331,1744-134X,https://www.cambridge.org/core/product/identifier/HEP/type/journal,OA_Gold,Total_Item_Requests,1,0,0,0,0,0,0,1,0,0,0,0,0,
"Health Economics, Policy and Law",Cambridge University Press,,Cambridge Core,,CUP:HEP,1744-1331,1744-134X,https://www.cambridge.org/core/product/identifier/HEP/type/journal,OA_Gold,Unique_Item_Investigations,1,0,0,0,0,0,0,1,0,0,0,0,0,
"Health Economics, Policy and Law",Cambridge University Press,,Cambridge Core,,CUP:HEP,1744-1331,1744-134X,https://www.cambridge.org/core/product/identifier/HEP/type/journal,OA_Gold,Unique_Item_Requests,1,0,0,0,0,0,0,1,0,0,0,0,0,
"British Journal of Nutrition",Cambridge University Press,,Cambridge Core,,CUP:BJN,0007-1145,1475-2662,https://www.cambridge.org/core/product/identifier/BJN/type/journal,OA_Gold,Total_Item_Investigations,4,0,0,0,0,0,0,2,0,0,0,2,0,
"British Journal of Nutrition",Cambridge University Press,,Cambridge Core,,CUP:BJN,0007-1145,1475-2662,https://www.cambridge.org/core/product/identifier/BJN/type/journal,OA_Gold,Total_Item_Requests,3,0,0,0,0,0,0,1,0,0,0,2,0,
"British Journal of Nutrition",Cambridge University Press,,Cambridge Core,,CUP:BJN,0007-1145,1475-2662,https://www.cambridge.org/core/product/identifier/BJN/type/journal,OA_Gold,Unique_Item_Investigations,2,0,0,0,0,0,0,1,0,0,0,1,0,
"British Journal of Nutrition",Cambridge University Press,,Cambridge Core,,CUP:BJN,0007-1145,1475-2662,https://www.cambridge.org/core/product/identifier/BJN/type/journal,OA_Gold,Unique_Item_Requests,2,0,0,0,0,0,0,1,0,0,0,1,0,
"Political Analysis",Cambridge University Press,,Cambridge Core,,CUP:PAN,1047-1987,1476-4989,https://www.cambridge.org/core/product/identifier/PAN/type/journal,Controlled,Total_Item_Investigations,4,0,0,0,0,0,0,2,0,0,0,1,1,
"Political Analysis",Cambridge University Press,,Cambridge Core,,CUP:PAN,1047-1987,1476-4989,https://www.cambridge.org/core/product/identifier/PAN/type/journal,Controlled,Unique_Item_Investigations,4,0,0,0,0,0,0,2,0,0,0,1,1,
"Bulletin of Symbolic Logic",Cambridge University Press,,Cambridge Core,,CUP:BSL,1079-8986,1943-5894,https://www.cambridge.org/core/product/identifier/BSL/type/journal,Controlled,Total_Item_Investigations,9,0,0,0,0,0,0,1,0,5,0,3,0,
"Bulletin of Symbolic Logic",Cambridge University Press,,Cambridge Core,,CUP:BSL,1079-8986,1943-5894,https://www.cambridge.org/core/product/identifier/BSL/type/journal,Controlled,Unique_Item_Investigations,9,0,0,0,0,0,0,1,0,5,0,3,0,
"Journal of Mental Science",Cambridge University Press,,Cambridge Core,,CUP:BJZ,0368-315X,2514-9946,https://www.cambridge.org/core/product/identifier/BJZ/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,1,0,0,0,0,
"Journal of Mental Science",Cambridge University Press,,Cambridge Core,,CUP:BJZ,0368-315X,2514-9946,https://www.cambridge.org/core/product/identifier/BJZ/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,1,0,0,0,0,
"The Antiquaries Journal",Cambridge University Press,,Cambridge Core,,CUP:ANT,0003-5815,1758-5309,https://www.cambridge.org/core/product/identifier/ANT/type/journal,Controlled,Total_Item_Investigations,2,0,0,0,0,0,0,0,2,0,0,0,0,
"The Antiquaries Journal",Cambridge University Press,,Cambridge Core,,CUP:ANT,0003-5815,1758-5309,https://www.cambridge.org/core/product/identifier/ANT/type/journal,Controlled,Unique_Item_Investigations,2,0,0,0,0,0,0,0,2,0,0,0,0,
"Journal of the Marine Biological Association of the United Kingdom",Cambridge University Press,,Cambridge Core,,CUP:MBI,0025-3154,1469-7769,https://www.cambridge.org/core/product/identifier/MBI/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,1,0,0,0,0,
"Journal of the Marine Biological Association of the United Kingdom",Cambridge University Press,,Cambridge Core,,CUP:MBI,0025-3154,1469-7769,https://www.cambridge.org/core/product/identifier/MBI/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,1,0,0,0,0,
"Latin American Antiquity",Cambridge University Press,,Cambridge Core,,CUP:LAQ,1045-6635,2325-5080,https://www.cambridge.org/core/product/identifier/LAQ/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,1,0,0,0,0,
