Title,Proprietary_ID,Print_ISSN,URI,Online_ISSN,Access_Type,Metric_Type,Reporting_Period_Total,Jul-2020,Aug-2020,Sep-2020,Oct-2020,Nov-2020,Dec-2020,Jan-2021,Feb-2021,Mar-2021,Apr-2021,May-2021,Jun-2021
Comparative Studies in Society and History,CUP:CSS,0010-4175,https://www.cambridge.org/core/product/identifier/CSS/type/journal,1475-2999,Controlled,Unique_Item_Investigations,3,1,1,0,0,1,0,0,0,0,0,0,0
animal,CUP:ANM,1751-7311,https://www.cambridge.org/core/product/identifier/ANM/type/journal,1751-732X,Controlled,Total_Item_Investigations,9,2,0,0,3,0,0,0,1,2,0,0,1
animal,CUP:ANM,1751-7311,https://www.cambridge.org/core/product/identifier/ANM/type/journal,1751-732X,Controlled,Unique_Item_Investigations,6,1,0,0,2,0,0,0,1,1,0,0,1
animal,CUP:ANM,1751-7311,https://www.cambridge.org/core/product/identifier/ANM/type/journal,1751-732X,Controlled,Total_Item_Requests,3,0,0,0,1,0,0,0,0,2,0,0,0
animal,CUP:ANM,1751-7311,https://www.cambridge.org/core/product/identifier/ANM/type/journal,1751-732X,Controlled,Unique_Item_Requests,2,0,0,0,1,0,0,0,0,1,0,0,0
MRS Advances,CUP:ADV,,https://www.cambridge.org/core/product/identifier/ADV/type/journal,2059-8521,Controlled,Total_Item_Investigations,12,1,2,0,4,0,0,1,2,0,1,1,0
MRS Advances,CUP:ADV,,https://www.cambridge.org/core/product/identifier/ADV/type/journal,2059-8521,Controlled,Unique_Item_Investigations,11,1,2,0,4,0,0,1,1,0,1,1,0
Design Science,CUP:DSJ,,https://www.cambridge.org/core/product/identifier/DSJ/type/journal,2053-4701,OA_Gold,Total_Item_Investigations,5,4,0,1,0,0,0,0,0,0,0,0,0
Design Science,CUP:DSJ,,https://www.cambridge.org/core/product/identifier/DSJ/type/journal,2053-4701,OA_Gold,Total_Item_Requests,4,3,0,1,0,0,0,0,0,0,0,0,0
Design Science,CUP:DSJ,,https://www.cambridge.org/core/product/identifier/DSJ/type/journal,2053-4701,OA_Gold,Unique_Item_Investigations,2,1,0,1,0,0,0,0,0,0,0,0,0
Design Science,CUP:DSJ,,https://www.cambridge.org/core/product/identifier/DSJ/type/journal,2053-4701,OA_Gold,Unique_Item_Requests,2,1,0,1,0,0,0,0,0,0,0,0,0
The Cambridge Law Journal,CUP:CLJ,0008-1973,https://www.cambridge.org/core/product/identifier/CLJ/type/journal,1469-2139,Controlled,Total_Item_Investigations,22,0,1,0,0,0,8,0,0,0,13,0,0
The Cambridge Law Journal,CUP:CLJ,0008-1973,https://www.cambridge.org/core/product/identifier/CLJ/type/journal,1469-2139,Controlled,Unique_Item_Investigations,22,0,1,0,0,0,8,0,0,0,13,0,0
Infection Control & Hospital Epidemiology,CUP:ICE,0899-823X,https://www.cambridge.org/core/product/identifier/ICE/type/journal,1559-6834,Controlled,Total_Item_Investigations,7,0,1,0,0,0,0,1,3,1,0,1,0
Infection Control & Hospital Epidemiology,CUP:ICE,0899-823X,https://www.cambridge.org/core/product/identifier/ICE/type/journal,1559-6834,Controlled,Unique_Item_Investigations,7,0,1,0,0,0,0,1,3,1,0,1,0
Cambridge Opera Journal,CUP:OPR,0954-5867,https://www.cambridge.org/core/product/identifier/OPR/type/journal,1474-0621,Controlled,Total_Item_Investigations,1,0,1,0,0,0,0,0,0,0,0,0,0
Cambridge Opera Journal,CUP:OPR,0954-5867,https://www.cambridge.org/core/product/identifier/OPR/type/journal,1474-0621,Controlled,Unique_Item_Investigations,1,0,1,0,0,0,0,0,0,0,0,0,0
World's Poultry Science Journal,CUP:WPS,0043-9339,https://www.cambridge.org/core/product/identifier/WPS/type/journal,1743-4777,Controlled,Total_Item_Investigations,3,0,1,0,0,0,0,0,0,1,0,0,1
World's Poultry Science Journal,CUP:WPS,0043-9339,https://www.cambridge.org/core/product/identifier/WPS/type/journal,1743-4777,Controlled,Unique_Item_Investigations,3,0,1,0,0,0,0,0,0,1,0,0,1
Public Health Nutrition,CUP:PHN,1368-9800,https://www.cambridge.org/core/product/identifier/PHN/type/journal,1475-2727,Controlled,Total_Item_Investigations,55,0,1,5,7,10,0,0,4,5,10,8,5
Public Health Nutrition,CUP:PHN,1368-9800,https://www.cambridge.org/core/product/identifier/PHN/type/journal,1475-2727,Controlled,Unique_Item_Investigations,39,0,1,3,3,7,0,0,4,5,8,6,2
Public Health Nutrition,CUP:PHN,1368-9800,https://www.cambridge.org/core/product/identifier/PHN/type/journal,1475-2727,Controlled,Total_Item_Requests,30,0,0,1,3,3,0,0,3,5,9,5,1
Public Health Nutrition,CUP:PHN,1368-9800,https://www.cambridge.org/core/product/identifier/PHN/type/journal,1475-2727,Controlled,Unique_Item_Requests,24,0,0,1,2,2,0,0,3,5,7,3,1
Quarterly Reviews of Biophysics,CUP:QRB,0033-5835,https://www.cambridge.org/core/product/identifier/QRB/type/journal,1469-8994,Controlled,Total_Item_Investigations,16,0,10,0,0,0,0,0,0,6,0,0,0
Quarterly Reviews of Biophysics,CUP:QRB,0033-5835,https://www.cambridge.org/core/product/identifier/QRB/type/journal,1469-8994,Controlled,Unique_Item_Investigations,11,0,9,0,0,0,0,0,0,2,0,0,0
Quarterly Reviews of Biophysics,CUP:QRB,0033-5835,https://www.cambridge.org/core/product/identifier/QRB/type/journal,1469-8994,Controlled,Total_Item_Requests,2,0,0,0,0,0,0,0,0,2,0,0,0
Quarterly Reviews of Biophysics,CUP:QRB,0033-5835,https://www.cambridge.org/core/product/identifier/QRB/type/journal,1469-8994,Controlled,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0
Archaeological Dialogues,CUP:ARD,1380-2038,https://www.cambridge.org/core/product/identifier/ARD/type/journal,1478-2294,Controlled,Total_Item_Investigations,1,0,1,0,0,0,0,0,0,0,0,0,0
Archaeological Dialogues,CUP:ARD,1380-2038,https://www.cambridge.org/core/product/identifier/ARD/type/journal,1478-2294,Controlled,Unique_Item_Investigations,1,0,1,0,0,0,0,0,0,0,0,0,0
Politics & Gender,CUP:PAG,1743-923X,https://www.cambridge.org/core/product/identifier/PAG/type/journal,1743-9248,Controlled,Total_Item_Investigations,1,0,1,0,0,0,0,0,0,0,0,0,0
Politics & Gender,CUP:PAG,1743-923X,https://www.cambridge.org/core/product/identifier/PAG/type/journal,1743-9248,Controlled,Unique_Item_Investigations,1,0,1,0,0,0,0,0,0,0,0,0,0
Journal of Psychiatric Intensive Care,CUP:JPI,1742-6464,https://www.cambridge.org/core/product/identifier/JPI/type/journal,1744-2206,Controlled,Total_Item_Investigations,1,0,1,0,0,0,0,0,0,0,0,0,0
Journal of Psychiatric Intensive Care,CUP:JPI,1742-6464,https://www.cambridge.org/core/product/identifier/JPI/type/journal,1744-2206,Controlled,Unique_Item_Investigations,1,0,1,0,0,0,0,0,0,0,0,0,0
Annals of Glaciology,CUP:AOG,0260-3055,https://www.cambridge.org/core/product/identifier/AOG/type/journal,1727-5644,Controlled,Total_Item_Investigations,28,0,4,0,1,9,14,0,0,0,0,0,0
Annals of Glaciology,CUP:AOG,0260-3055,https://www.cambridge.org/core/product/identifier/AOG/type/journal,1727-5644,Controlled,Total_Item_Requests,21,0,2,0,0,5,14,0,0,0,0,0,0
Annals of Glaciology,CUP:AOG,0260-3055,https://www.cambridge.org/core/product/identifier/AOG/type/journal,1727-5644,Controlled,Unique_Item_Investigations,10,0,2,0,1,2,5,0,0,0,0,0,0
Annals of Glaciology,CUP:AOG,0260-3055,https://www.cambridge.org/core/product/identifier/AOG/type/journal,1727-5644,Controlled,Unique_Item_Requests,8,0,1,0,0,2,5,0,0,0,0,0,0
Twin Research and Human Genetics,CUP:THG,1832-4274,https://www.cambridge.org/core/product/identifier/THG/type/journal,1839-2628,Controlled,Total_Item_Investigations,2,0,1,0,0,0,0,0,0,0,1,0,0
Twin Research and Human Genetics,CUP:THG,1832-4274,https://www.cambridge.org/core/product/identifier/THG/type/journal,1839-2628,Controlled,Unique_Item_Investigations,2,0,1,0,0,0,0,0,0,0,1,0,0
Twin Research and Human Genetics,CUP:THG,1832-4274,https://www.cambridge.org/core/product/identifier/THG/type/journal,1839-2628,Controlled,Total_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0
Twin Research and Human Genetics,CUP:THG,1832-4274,https://www.cambridge.org/core/product/identifier/THG/type/journal,1839-2628,Controlled,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0
Du Bois Review: Social Science Research on Race,CUP:DBR,1742-058X,https://www.cambridge.org/core/product/identifier/DBR/type/journal,1742-0598,Controlled,Total_Item_Investigations,22,0,1,6,1,1,0,0,1,3,8,0,1
Du Bois Review: Social Science Research on Race,CUP:DBR,1742-058X,https://www.cambridge.org/core/product/identifier/DBR/type/journal,1742-0598,Controlled,Total_Item_Requests,12,0,1,5,0,0,0,0,0,1,4,0,1
Du Bois Review: Social Science Research on Race,CUP:DBR,1742-058X,https://www.cambridge.org/core/product/identifier/DBR/type/journal,1742-0598,Controlled,Unique_Item_Investigations,19,0,1,4,1,1,0,0,1,3,7,0,1
Du Bois Review: Social Science Research on Race,CUP:DBR,1742-058X,https://www.cambridge.org/core/product/identifier/DBR/type/journal,1742-0598,Controlled,Unique_Item_Requests,9,0,1,3,0,0,0,0,0,1,3,0,1
International Journal of Microwave and Wireless Technologies,CUP:MRF,1759-0787,https://www.cambridge.org/core/product/identifier/MRF/type/journal,1759-0795,Controlled,Total_Item_Investigations,2,0,1,0,0,1,0,0,0,0,0,0,0
International Journal of Microwave and Wireless Technologies,CUP:MRF,1759-0787,https://www.cambridge.org/core/product/identifier/MRF/type/journal,1759-0795,Controlled,Unique_Item_Investigations,2,0,1,0,0,1,0,0,0,0,0,0,0
Epidemiology and Psychiatric Sciences,CUP:EPS,2045-7960,https://www.cambridge.org/core/product/identifier/EPS/type/journal,2045-7979,OA_Gold,Total_Item_Investigations,4,0,2,0,0,0,0,0,0,0,0,2,0
Epidemiology and Psychiatric Sciences,CUP:EPS,2045-7960,https://www.cambridge.org/core/product/identifier/EPS/type/journal,2045-7979,OA_Gold,Total_Item_Requests,4,0,2,0,0,0,0,0,0,0,0,2,0
Epidemiology and Psychiatric Sciences,CUP:EPS,2045-7960,https://www.cambridge.org/core/product/identifier/EPS/type/journal,2045-7979,OA_Gold,Unique_Item_Investigations,3,0,2,0,0,0,0,0,0,0,0,1,0
Epidemiology and Psychiatric Sciences,CUP:EPS,2045-7960,https://www.cambridge.org/core/product/identifier/EPS/type/journal,2045-7979,OA_Gold,Unique_Item_Requests,3,0,2,0,0,0,0,0,0,0,0,1,0
PS: Political Science & Politics,CUP:PSC,1049-0965,https://www.cambridge.org/core/product/identifier/PSC/type/journal,1537-5935,Controlled,Total_Item_Investigations,15,0,1,0,0,6,0,0,3,3,2,0,0
PS: Political Science & Politics,CUP:PSC,1049-0965,https://www.cambridge.org/core/product/identifier/PSC/type/journal,1537-5935,Controlled,Unique_Item_Investigations,14,0,1,0,0,5,0,0,3,3,2,0,0
PS: Political Science & Politics,CUP:PSC,1049-0965,https://www.cambridge.org/core/product/identifier/PSC/type/journal,1537-5935,Controlled,Total_Item_Requests,3,0,0,0,0,0,0,0,0,1,2,0,0
PS: Political Science & Politics,CUP:PSC,1049-0965,https://www.cambridge.org/core/product/identifier/PSC/type/journal,1537-5935,Controlled,Unique_Item_Requests,3,0,0,0,0,0,0,0,0,1,2,0,0
International Journal of Asian Studies,CUP:ASI,1479-5914,https://www.cambridge.org/core/product/identifier/ASI/type/journal,1479-5922,Controlled,Total_Item_Investigations,1,0,1,0,0,0,0,0,0,0,0,0,0
International Journal of Asian Studies,CUP:ASI,1479-5914,https://www.cambridge.org/core/product/identifier/ASI/type/journal,1479-5922,Controlled,Unique_Item_Investigations,1,0,1,0,0,0,0,0,0,0,0,0,0
Agricultural and Resource Economics Review,CUP:AGE,1068-2805,https://www.cambridge.org/core/product/identifier/AGE/type/journal,2372-2614,OA_Gold,Total_Item_Investigations,3,0,1,0,0,2,0,0,0,0,0,0,0
Agricultural and Resource Economics Review,CUP:AGE,1068-2805,https://www.cambridge.org/core/product/identifier/AGE/type/journal,2372-2614,OA_Gold,Unique_Item_Investigations,2,0,1,0,0,1,0,0,0,0,0,0,0
Agricultural and Resource Economics Review,CUP:AGE,1068-2805,https://www.cambridge.org/core/product/identifier/AGE/type/journal,2372-2614,OA_Gold,Total_Item_Requests,1,0,0,0,0,1,0,0,0,0,0,0,0
Agricultural and Resource Economics Review,CUP:AGE,1068-2805,https://www.cambridge.org/core/product/identifier/AGE/type/journal,2372-2614,OA_Gold,Unique_Item_Requests,1,0,0,0,0,1,0,0,0,0,0,0,0
American Political Science Review,CUP:PSR,0003-0554,https://www.cambridge.org/core/product/identifier/PSR/type/journal,1537-5943,Controlled,Total_Item_Investigations,3,0,0,1,0,1,0,0,1,0,0,0,0
American Political Science Review,CUP:PSR,0003-0554,https://www.cambridge.org/core/product/identifier/PSR/type/journal,1537-5943,Controlled,Unique_Item_Investigations,3,0,0,1,0,1,0,0,1,0,0,0,0
European Journal of Sociology / Archives Europ̩ennes de Sociologie,CUP:EUR,0003-9756,https://www.cambridge.org/core/product/identifier/EUR/type/journal,1474-0583,Controlled,Total_Item_Investigations,2,0,0,1,0,0,0,0,1,0,0,0,0
European Journal of Sociology / Archives Europ̩ennes de Sociologie,CUP:EUR,0003-9756,https://www.cambridge.org/core/product/identifier/EUR/type/journal,1474-0583,Controlled,Unique_Item_Investigations,2,0,0,1,0,0,0,0,1,0,0,0,0
Journal of American Studies,CUP:AMS,0021-8758,https://www.cambridge.org/core/product/identifier/AMS/type/journal,1469-5154,Controlled,Total_Item_Investigations,10,0,0,2,2,0,0,0,0,2,4,0,0
Journal of American Studies,CUP:AMS,0021-8758,https://www.cambridge.org/core/product/identifier/AMS/type/journal,1469-5154,Controlled,Unique_Item_Investigations,8,0,0,2,2,0,0,0,0,2,2,0,0
Journal of American Studies,CUP:AMS,0021-8758,https://www.cambridge.org/core/product/identifier/AMS/type/journal,1469-5154,Controlled,Total_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0
Journal of American Studies,CUP:AMS,0021-8758,https://www.cambridge.org/core/product/identifier/AMS/type/journal,1469-5154,Controlled,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0
Review of Middle East Studies,CUP:RMS,0026-3184,https://www.cambridge.org/core/product/identifier/RMS/type/journal,2329-3233,Controlled,Total_Item_Investigations,6,0,0,1,0,0,0,0,1,4,0,0,0
Review of Middle East Studies,CUP:RMS,0026-3184,https://www.cambridge.org/core/product/identifier/RMS/type/journal,2329-3233,Controlled,Unique_Item_Investigations,6,0,0,1,0,0,0,0,1,4,0,0,0
The Journal of Modern African Studies,CUP:MOA,0022-278X,https://www.cambridge.org/core/product/identifier/MOA/type/journal,1469-7777,Controlled,Total_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0
The Journal of Modern African Studies,CUP:MOA,0022-278X,https://www.cambridge.org/core/product/identifier/MOA/type/journal,1469-7777,Controlled,Unique_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0
British Journal of Political Science,CUP:JPS,0007-1234,https://www.cambridge.org/core/product/identifier/JPS/type/journal,1469-2112,Controlled,Total_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0
British Journal of Political Science,CUP:JPS,0007-1234,https://www.cambridge.org/core/product/identifier/JPS/type/journal,1469-2112,Controlled,Unique_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0
Behavioral and Brain Sciences,CUP:BBS,0140-525X,https://www.cambridge.org/core/product/identifier/BBS/type/journal,1469-1825,Controlled,Total_Item_Investigations,77,0,0,2,0,3,0,0,2,0,25,44,1
Behavioral and Brain Sciences,CUP:BBS,0140-525X,https://www.cambridge.org/core/product/identifier/BBS/type/journal,1469-1825,Controlled,Unique_Item_Investigations,67,0,0,2,0,3,0,0,2,0,21,38,1
Behavioral and Brain Sciences,CUP:BBS,0140-525X,https://www.cambridge.org/core/product/identifier/BBS/type/journal,1469-1825,Controlled,Total_Item_Requests,25,0,0,0,0,0,0,0,0,0,25,0,0
Behavioral and Brain Sciences,CUP:BBS,0140-525X,https://www.cambridge.org/core/product/identifier/BBS/type/journal,1469-1825,Controlled,Unique_Item_Requests,21,0,0,0,0,0,0,0,0,0,21,0,0
Social Science History,CUP:SSH,0145-5532,https://www.cambridge.org/core/product/identifier/SSH/type/journal,1527-8034,Controlled,Total_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0
Social Science History,CUP:SSH,0145-5532,https://www.cambridge.org/core/product/identifier/SSH/type/journal,1527-8034,Controlled,Unique_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0
Bulletin of Entomological Research,CUP:BER,0007-4853,https://www.cambridge.org/core/product/identifier/BER/type/journal,1475-2670,Controlled,Total_Item_Investigations,8,0,0,1,0,2,0,0,0,1,3,0,1
Bulletin of Entomological Research,CUP:BER,0007-4853,https://www.cambridge.org/core/product/identifier/BER/type/journal,1475-2670,Controlled,Unique_Item_Investigations,8,0,0,1,0,2,0,0,0,1,3,0,1
Business Ethics Quarterly,CUP:BEQ,1052-150X,https://www.cambridge.org/core/product/identifier/BEQ/type/journal,2153-3326,Controlled,Total_Item_Investigations,4,0,0,1,0,0,1,0,1,0,1,0,0
Business Ethics Quarterly,CUP:BEQ,1052-150X,https://www.cambridge.org/core/product/identifier/BEQ/type/journal,2153-3326,Controlled,Unique_Item_Investigations,4,0,0,1,0,0,1,0,1,0,1,0,0
Legal Theory,CUP:LEG,1352-3252,https://www.cambridge.org/core/product/identifier/LEG/type/journal,1469-8048,Controlled,Total_Item_Investigations,7,0,0,2,0,0,0,0,0,0,0,3,2
Legal Theory,CUP:LEG,1352-3252,https://www.cambridge.org/core/product/identifier/LEG/type/journal,1469-8048,Controlled,Unique_Item_Investigations,3,0,0,1,0,0,0,0,0,0,0,1,1
Law & Social Inquiry,CUP:LSI,0897-6546,https://www.cambridge.org/core/product/identifier/LSI/type/journal,1747-4469,Controlled,Total_Item_Investigations,3,0,0,2,0,0,1,0,0,0,0,0,0
Law & Social Inquiry,CUP:LSI,0897-6546,https://www.cambridge.org/core/product/identifier/LSI/type/journal,1747-4469,Controlled,Unique_Item_Investigations,3,0,0,2,0,0,1,0,0,0,0,0,0
Journal of Latin American Studies,CUP:LAS,0022-216X,https://www.cambridge.org/core/product/identifier/LAS/type/journal,1469-767X,Controlled,Total_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0
Journal of Latin American Studies,CUP:LAS,0022-216X,https://www.cambridge.org/core/product/identifier/LAS/type/journal,1469-767X,Controlled,Unique_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0
Nutrition Research Reviews,CUP:NRR,0954-4224,https://www.cambridge.org/core/product/identifier/NRR/type/journal,1475-2700,Controlled,Total_Item_Investigations,10,0,0,2,0,0,0,0,0,3,2,3,0
Nutrition Research Reviews,CUP:NRR,0954-4224,https://www.cambridge.org/core/product/identifier/NRR/type/journal,1475-2700,Controlled,Total_Item_Requests,4,0,0,1,0,0,0,0,0,1,2,0,0
Nutrition Research Reviews,CUP:NRR,0954-4224,https://www.cambridge.org/core/product/identifier/NRR/type/journal,1475-2700,Controlled,Unique_Item_Investigations,6,0,0,1,0,0,0,0,0,2,2,1,0
Nutrition Research Reviews,CUP:NRR,0954-4224,https://www.cambridge.org/core/product/identifier/NRR/type/journal,1475-2700,Controlled,Unique_Item_Requests,4,0,0,1,0,0,0,0,0,1,2,0,0
Animal Science,CUP:ASC,1357-7298,https://www.cambridge.org/core/product/identifier/ASC/type/journal,1748-748X,Controlled,Total_Item_Investigations,6,0,0,1,1,0,0,0,0,1,3,0,0
Animal Science,CUP:ASC,1357-7298,https://www.cambridge.org/core/product/identifier/ASC/type/journal,1748-748X,Controlled,Unique_Item_Investigations,5,0,0,1,1,0,0,0,0,1,2,0,0
International Organization,CUP:INO,0020-8183,https://www.cambridge.org/core/product/identifier/INO/type/journal,1531-5088,Controlled,Total_Item_Investigations,3,0,0,1,1,0,0,0,0,1,0,0,0
International Organization,CUP:INO,0020-8183,https://www.cambridge.org/core/product/identifier/INO/type/journal,1531-5088,Controlled,Unique_Item_Investigations,3,0,0,1,1,0,0,0,0,1,0,0,0
The Journal of Hellenic Studies,CUP:JHS,0075-4269,https://www.cambridge.org/core/product/identifier/JHS/type/journal,2041-4099,Controlled,Total_Item_Investigations,2,0,0,2,0,0,0,0,0,0,0,0,0
The Journal of Hellenic Studies,CUP:JHS,0075-4269,https://www.cambridge.org/core/product/identifier/JHS/type/journal,2041-4099,Controlled,Unique_Item_Investigations,2,0,0,2,0,0,0,0,0,0,0,0,0
Prehospital and Disaster Medicine,CUP:PDM,1049-023X,https://www.cambridge.org/core/product/identifier/PDM/type/journal,1945-1938,Controlled,Total_Item_Investigations,4,0,0,1,0,0,2,1,0,0,0,0,0
Prehospital and Disaster Medicine,CUP:PDM,1049-023X,https://www.cambridge.org/core/product/identifier/PDM/type/journal,1945-1938,Controlled,Unique_Item_Investigations,3,0,0,1,0,0,1,1,0,0,0,0,0
Modern Italy,CUP:MIT,1353-2944,https://www.cambridge.org/core/product/identifier/MIT/type/journal,1469-9877,Controlled,Total_Item_Investigations,3,0,0,3,0,0,0,0,0,0,0,0,0
Modern Italy,CUP:MIT,1353-2944,https://www.cambridge.org/core/product/identifier/MIT/type/journal,1469-9877,Controlled,Unique_Item_Investigations,3,0,0,3,0,0,0,0,0,0,0,0,0
The Journal of the Gilded Age and Progressive Era,CUP:JGA,1537-7814,https://www.cambridge.org/core/product/identifier/JGA/type/journal,1943-3557,Controlled,Total_Item_Investigations,2,0,0,1,0,0,0,0,0,1,0,0,0
The Journal of the Gilded Age and Progressive Era,CUP:JGA,1537-7814,https://www.cambridge.org/core/product/identifier/JGA/type/journal,1943-3557,Controlled,Unique_Item_Investigations,2,0,0,1,0,0,0,0,0,1,0,0,0
Management and Organization Review,CUP:MOR,1740-8776,https://www.cambridge.org/core/product/identifier/MOR/type/journal,1740-8784,Controlled,Total_Item_Investigations,9,0,0,3,0,0,0,0,0,6,0,0,0
Management and Organization Review,CUP:MOR,1740-8776,https://www.cambridge.org/core/product/identifier/MOR/type/journal,1740-8784,Controlled,Unique_Item_Investigations,7,0,0,3,0,0,0,0,0,4,0,0,0
Management and Organization Review,CUP:MOR,1740-8776,https://www.cambridge.org/core/product/identifier/MOR/type/journal,1740-8784,Controlled,Total_Item_Requests,5,0,0,0,0,0,0,0,0,5,0,0,0
Management and Organization Review,CUP:MOR,1740-8776,https://www.cambridge.org/core/product/identifier/MOR/type/journal,1740-8784,Controlled,Unique_Item_Requests,3,0,0,0,0,0,0,0,0,3,0,0,0
Ageing & Society,CUP:ASO,0144-686X,https://www.cambridge.org/core/product/identifier/ASO/type/journal,1469-1779,Controlled,Total_Item_Investigations,5,0,0,2,0,0,0,0,0,1,2,0,0
Ageing & Society,CUP:ASO,0144-686X,https://www.cambridge.org/core/product/identifier/ASO/type/journal,1469-1779,Controlled,Total_Item_Requests,1,0,0,1,0,0,0,0,0,0,0,0,0
Ageing & Society,CUP:ASO,0144-686X,https://www.cambridge.org/core/product/identifier/ASO/type/journal,1469-1779,Controlled,Unique_Item_Investigations,4,0,0,1,0,0,0,0,0,1,2,0,0
Ageing & Society,CUP:ASO,0144-686X,https://www.cambridge.org/core/product/identifier/ASO/type/journal,1469-1779,Controlled,Unique_Item_Requests,1,0,0,1,0,0,0,0,0,0,0,0,0
Canadian Journal of Neurological Sciences,CUP:CJN,0317-1671,https://www.cambridge.org/core/product/identifier/CJN/type/journal,2057-0155,Controlled,Total_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0
Canadian Journal of Neurological Sciences,CUP:CJN,0317-1671,https://www.cambridge.org/core/product/identifier/CJN/type/journal,2057-0155,Controlled,Unique_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0
Royal Institute of Philosophy Supplements,CUP:PHS,1358-2461,https://www.cambridge.org/core/product/identifier/PHS/type/journal,1755-3555,Controlled,Total_Item_Investigations,11,0,0,4,1,0,0,1,1,4,0,0,0
Royal Institute of Philosophy Supplements,CUP:PHS,1358-2461,https://www.cambridge.org/core/product/identifier/PHS/type/journal,1755-3555,Controlled,Unique_Item_Investigations,10,0,0,3,1,0,0,1,1,4,0,0,0
Psychological Medicine,CUP:PSM,0033-2917,https://www.cambridge.org/core/product/identifier/PSM/type/journal,1469-8978,Controlled,Total_Item_Investigations,17,0,0,2,0,2,0,0,2,2,1,0,8
Psychological Medicine,CUP:PSM,0033-2917,https://www.cambridge.org/core/product/identifier/PSM/type/journal,1469-8978,Controlled,Unique_Item_Investigations,11,0,0,2,0,2,0,0,1,1,1,0,4
Psychological Medicine,CUP:PSM,0033-2917,https://www.cambridge.org/core/product/identifier/PSM/type/journal,1469-8978,Controlled,Total_Item_Requests,9,0,0,0,0,0,0,0,2,1,0,0,6
Psychological Medicine,CUP:PSM,0033-2917,https://www.cambridge.org/core/product/identifier/PSM/type/journal,1469-8978,Controlled,Unique_Item_Requests,5,0,0,0,0,0,0,0,1,1,0,0,3
The Journal of Navigation,CUP:NAV,0373-4633,https://www.cambridge.org/core/product/identifier/NAV/type/journal,1469-7785,Controlled,Total_Item_Investigations,3,0,0,3,0,0,0,0,0,0,0,0,0
The Journal of Navigation,CUP:NAV,0373-4633,https://www.cambridge.org/core/product/identifier/NAV/type/journal,1469-7785,Controlled,Unique_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0
The Aeronautical Journal,CUP:AER,0001-9240,https://www.cambridge.org/core/product/identifier/AER/type/journal,2059-6464,Controlled,Total_Item_Investigations,6,0,0,1,0,0,1,0,0,3,0,1,0
The Aeronautical Journal,CUP:AER,0001-9240,https://www.cambridge.org/core/product/identifier/AER/type/journal,2059-6464,Controlled,Unique_Item_Investigations,6,0,0,1,0,0,1,0,0,3,0,1,0
Political Science Research and Methods,CUP:RAM,2049-8470,https://www.cambridge.org/core/product/identifier/RAM/type/journal,2049-8489,Controlled,Total_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0
Political Science Research and Methods,CUP:RAM,2049-8470,https://www.cambridge.org/core/product/identifier/RAM/type/journal,2049-8489,Controlled,Unique_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0
Perspectives on Politics,CUP:PPS,1537-5927,https://www.cambridge.org/core/product/identifier/PPS/type/journal,1541-0986,Controlled,Total_Item_Investigations,14,0,0,1,2,1,0,0,0,7,3,0,0
Perspectives on Politics,CUP:PPS,1537-5927,https://www.cambridge.org/core/product/identifier/PPS/type/journal,1541-0986,Controlled,Total_Item_Requests,9,0,0,1,1,0,0,0,0,7,0,0,0
Perspectives on Politics,CUP:PPS,1537-5927,https://www.cambridge.org/core/product/identifier/PPS/type/journal,1541-0986,Controlled,Unique_Item_Investigations,10,0,0,1,1,1,0,0,0,4,3,0,0
Perspectives on Politics,CUP:PPS,1537-5927,https://www.cambridge.org/core/product/identifier/PPS/type/journal,1541-0986,Controlled,Unique_Item_Requests,6,0,0,1,1,0,0,0,0,4,0,0,0
Journal of Mechanics,CUP:JOM,1727-7191,https://www.cambridge.org/core/product/identifier/JOM/type/journal,1811-8216,Controlled,Total_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0
Journal of Mechanics,CUP:JOM,1727-7191,https://www.cambridge.org/core/product/identifier/JOM/type/journal,1811-8216,Controlled,Unique_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0
