Title,Proprietary_ID,Print_ISSN,URI,Online_ISSN,Access_Type,Metric_Type,Reporting_Period_Total,Jul-2020,Aug-2020,Sep-2020,Oct-2020,Nov-2020,Dec-2020,Jan-2021,Feb-2021,Mar-2021,Apr-2021,May-2021,Jun-2021
Journal of Functional Programming,CUP:JFP,0956-7968,https://www.cambridge.org/core/product/identifier/JFP/type/journal,1469-7653,OA_Gold,Total_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0
Journal of Functional Programming,CUP:JFP,0956-7968,https://www.cambridge.org/core/product/identifier/JFP/type/journal,1469-7653,OA_Gold,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0
Journal of Functional Programming,CUP:JFP,0956-7968,https://www.cambridge.org/core/product/identifier/JFP/type/journal,1469-7653,OA_Gold,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0
Legal Studies,CUP:LST,0261-3875,https://www.cambridge.org/core/product/identifier/LST/type/journal,1748-121X,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0
Legal Studies,CUP:LST,0261-3875,https://www.cambridge.org/core/product/identifier/LST/type/journal,1748-121X,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0
British Journal of Political Science,CUP:JPS,0007-1234,https://www.cambridge.org/core/product/identifier/JPS/type/journal,1469-2112,OA_Gold,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,0,1,1,0
British Journal of Political Science,CUP:JPS,0007-1234,https://www.cambridge.org/core/product/identifier/JPS/type/journal,1469-2112,OA_Gold,Total_Item_Requests,2,0,0,0,0,0,0,0,0,0,1,1,0
British Journal of Political Science,CUP:JPS,0007-1234,https://www.cambridge.org/core/product/identifier/JPS/type/journal,1469-2112,OA_Gold,Unique_Item_Investigations,2,0,0,0,0,0,0,0,0,0,1,1,0
British Journal of Political Science,CUP:JPS,0007-1234,https://www.cambridge.org/core/product/identifier/JPS/type/journal,1469-2112,OA_Gold,Unique_Item_Requests,2,0,0,0,0,0,0,0,0,0,1,1,0
"Journal of Law, Medicine & Ethics",CUP:JME,1073-1105,https://www.cambridge.org/core/product/identifier/JME/type/journal,1748-720X,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0
"Journal of Law, Medicine & Ethics",CUP:JME,1073-1105,https://www.cambridge.org/core/product/identifier/JME/type/journal,1748-720X,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0
International Annals of Criminology,CUP:CRI,0003-4452,https://www.cambridge.org/core/product/identifier/CRI/type/journal,2398-676X,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0
International Annals of Criminology,CUP:CRI,0003-4452,https://www.cambridge.org/core/product/identifier/CRI/type/journal,2398-676X,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0
Journal of Public Policy,CUP:PUP,0143-814X,https://www.cambridge.org/core/product/identifier/PUP/type/journal,1469-7815,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0
Journal of Public Policy,CUP:PUP,0143-814X,https://www.cambridge.org/core/product/identifier/PUP/type/journal,1469-7815,Controlled,Total_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0
Journal of Public Policy,CUP:PUP,0143-814X,https://www.cambridge.org/core/product/identifier/PUP/type/journal,1469-7815,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0
Journal of Public Policy,CUP:PUP,0143-814X,https://www.cambridge.org/core/product/identifier/PUP/type/journal,1469-7815,Controlled,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0
Religion and American Culture,CUP:RAC,1052-1151,https://www.cambridge.org/core/product/identifier/RAC/type/journal,1533-8568,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0
Religion and American Culture,CUP:RAC,1052-1151,https://www.cambridge.org/core/product/identifier/RAC/type/journal,1533-8568,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0
The Journal of Laryngology & Otology,CUP:JLO,0022-2151,https://www.cambridge.org/core/product/identifier/JLO/type/journal,1748-5460,Controlled,Total_Item_Investigations,3,0,0,0,0,0,0,0,0,0,1,0,2
The Journal of Laryngology & Otology,CUP:JLO,0022-2151,https://www.cambridge.org/core/product/identifier/JLO/type/journal,1748-5460,Controlled,Unique_Item_Investigations,2,0,0,0,0,0,0,0,0,0,1,0,1
Journal of Experimental Political Science,CUP:XPS,2052-2630,https://www.cambridge.org/core/product/identifier/XPS/type/journal,2052-2649,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0
Journal of Experimental Political Science,CUP:XPS,2052-2630,https://www.cambridge.org/core/product/identifier/XPS/type/journal,2052-2649,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0
Epidemiology & Infection,CUP:HYG,0950-2688,https://www.cambridge.org/core/product/identifier/HYG/type/journal,1469-4409,OA_Gold,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0
Epidemiology & Infection,CUP:HYG,0950-2688,https://www.cambridge.org/core/product/identifier/HYG/type/journal,1469-4409,OA_Gold,Total_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0
Epidemiology & Infection,CUP:HYG,0950-2688,https://www.cambridge.org/core/product/identifier/HYG/type/journal,1469-4409,OA_Gold,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0
Epidemiology & Infection,CUP:HYG,0950-2688,https://www.cambridge.org/core/product/identifier/HYG/type/journal,1469-4409,OA_Gold,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0
Behavioural Public Policy,CUP:BPP,2398-063X,https://www.cambridge.org/core/product/identifier/BPP/type/journal,2398-0648,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0
Behavioural Public Policy,CUP:BPP,2398-063X,https://www.cambridge.org/core/product/identifier/BPP/type/journal,2398-0648,Controlled,Total_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0
Behavioural Public Policy,CUP:BPP,2398-063X,https://www.cambridge.org/core/product/identifier/BPP/type/journal,2398-0648,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0
Behavioural Public Policy,CUP:BPP,2398-063X,https://www.cambridge.org/core/product/identifier/BPP/type/journal,2398-0648,Controlled,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0
Public Health Nutrition,CUP:PHN,1368-9800,https://www.cambridge.org/core/product/identifier/PHN/type/journal,1475-2727,OA_Gold,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,0,1,1,0
Public Health Nutrition,CUP:PHN,1368-9800,https://www.cambridge.org/core/product/identifier/PHN/type/journal,1475-2727,OA_Gold,Total_Item_Requests,2,0,0,0,0,0,0,0,0,0,1,1,0
Public Health Nutrition,CUP:PHN,1368-9800,https://www.cambridge.org/core/product/identifier/PHN/type/journal,1475-2727,OA_Gold,Unique_Item_Investigations,2,0,0,0,0,0,0,0,0,0,1,1,0
Public Health Nutrition,CUP:PHN,1368-9800,https://www.cambridge.org/core/product/identifier/PHN/type/journal,1475-2727,OA_Gold,Unique_Item_Requests,2,0,0,0,0,0,0,0,0,0,1,1,0
"Forum of Mathematics, Pi",CUP:FMP,,https://www.cambridge.org/core/product/identifier/FMP/type/journal,2050-5086,OA_Gold,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,0,2,0,0
"Forum of Mathematics, Pi",CUP:FMP,,https://www.cambridge.org/core/product/identifier/FMP/type/journal,2050-5086,OA_Gold,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0
New Perspectives on Turkey,CUP:NPT,0896-6346,https://www.cambridge.org/core/product/identifier/NPT/type/journal,1305-3299,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0
New Perspectives on Turkey,CUP:NPT,0896-6346,https://www.cambridge.org/core/product/identifier/NPT/type/journal,1305-3299,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0
Camden Third Series,CUP:RHR,,https://www.cambridge.org/core/product/identifier/RHR/type/journal,2042-1710,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,0,1,0
Camden Third Series,CUP:RHR,,https://www.cambridge.org/core/product/identifier/RHR/type/journal,2042-1710,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,0,1,0
The Journal of Asian Studies,CUP:JAS,0021-9118,https://www.cambridge.org/core/product/identifier/JAS/type/journal,1752-0401,Controlled,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,0,0,2,0
The Journal of Asian Studies,CUP:JAS,0021-9118,https://www.cambridge.org/core/product/identifier/JAS/type/journal,1752-0401,Controlled,Unique_Item_Investigations,2,0,0,0,0,0,0,0,0,0,0,2,0
Symposium - International Astronomical Union,CUP:IAS,0074-1809,https://www.cambridge.org/core/product/identifier/IAS/type/journal,,Controlled,Total_Item_Investigations,4,0,0,0,0,0,0,0,0,0,0,4,0
Symposium - International Astronomical Union,CUP:IAS,0074-1809,https://www.cambridge.org/core/product/identifier/IAS/type/journal,,Controlled,Total_Item_Requests,2,0,0,0,0,0,0,0,0,0,0,2,0
Symposium - International Astronomical Union,CUP:IAS,0074-1809,https://www.cambridge.org/core/product/identifier/IAS/type/journal,,Controlled,Unique_Item_Investigations,2,0,0,0,0,0,0,0,0,0,0,2,0
Symposium - International Astronomical Union,CUP:IAS,0074-1809,https://www.cambridge.org/core/product/identifier/IAS/type/journal,,Controlled,Unique_Item_Requests,2,0,0,0,0,0,0,0,0,0,0,2,0
International Astronomical Union Colloquium,CUP:IAC,0252-9211,https://www.cambridge.org/core/product/identifier/IAC/type/journal,,Controlled,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,0,0,2,0
International Astronomical Union Colloquium,CUP:IAC,0252-9211,https://www.cambridge.org/core/product/identifier/IAC/type/journal,,Controlled,Total_Item_Requests,1,0,0,0,0,0,0,0,0,0,0,1,0
International Astronomical Union Colloquium,CUP:IAC,0252-9211,https://www.cambridge.org/core/product/identifier/IAC/type/journal,,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,0,1,0
International Astronomical Union Colloquium,CUP:IAC,0252-9211,https://www.cambridge.org/core/product/identifier/IAC/type/journal,,Controlled,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,0,0,1,0
Antarctic Science,CUP:ANS,0954-1020,https://www.cambridge.org/core/product/identifier/ANS/type/journal,1365-2079,Controlled,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,0,0,2,0
Antarctic Science,CUP:ANS,0954-1020,https://www.cambridge.org/core/product/identifier/ANS/type/journal,1365-2079,Controlled,Unique_Item_Investigations,2,0,0,0,0,0,0,0,0,0,0,2,0
International Journal of Legal Information,CUP:JLI,0731-1265,https://www.cambridge.org/core/product/identifier/JLI/type/journal,2331-4117,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,0,1,0
International Journal of Legal Information,CUP:JLI,0731-1265,https://www.cambridge.org/core/product/identifier/JLI/type/journal,2331-4117,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,0,1,0
Journal of the International Neuropsychological Society,CUP:INS,1355-6177,https://www.cambridge.org/core/product/identifier/INS/type/journal,1469-7661,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,0,1,0
Journal of the International Neuropsychological Society,CUP:INS,1355-6177,https://www.cambridge.org/core/product/identifier/INS/type/journal,1469-7661,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,0,1,0
Annual Review of Applied Linguistics,CUP:APL,0267-1905,https://www.cambridge.org/core/product/identifier/APL/type/journal,1471-6356,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,0,1,0
Annual Review of Applied Linguistics,CUP:APL,0267-1905,https://www.cambridge.org/core/product/identifier/APL/type/journal,1471-6356,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,0,1,0
Scottish Journal of Theology,CUP:SJT,0036-9306,https://www.cambridge.org/core/product/identifier/SJT/type/journal,1475-3065,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,0,1,0
Scottish Journal of Theology,CUP:SJT,0036-9306,https://www.cambridge.org/core/product/identifier/SJT/type/journal,1475-3065,Controlled,Total_Item_Requests,1,0,0,0,0,0,0,0,0,0,0,1,0
Scottish Journal of Theology,CUP:SJT,0036-9306,https://www.cambridge.org/core/product/identifier/SJT/type/journal,1475-3065,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,0,1,0
Scottish Journal of Theology,CUP:SJT,0036-9306,https://www.cambridge.org/core/product/identifier/SJT/type/journal,1475-3065,Controlled,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,0,0,1,0
Journal of Child Language,CUP:JCL,0305-0009,https://www.cambridge.org/core/product/identifier/JCL/type/journal,1469-7602,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,0,1,0
Journal of Child Language,CUP:JCL,0305-0009,https://www.cambridge.org/core/product/identifier/JCL/type/journal,1469-7602,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,0,1,0
Royal Historical Society Camden Fifth Series,CUP:RHC,0960-1163,https://www.cambridge.org/core/product/identifier/RHC/type/journal,1478-5110,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,0,1,0
Royal Historical Society Camden Fifth Series,CUP:RHC,0960-1163,https://www.cambridge.org/core/product/identifier/RHC/type/journal,1478-5110,Controlled,Total_Item_Requests,1,0,0,0,0,0,0,0,0,0,0,1,0
Royal Historical Society Camden Fifth Series,CUP:RHC,0960-1163,https://www.cambridge.org/core/product/identifier/RHC/type/journal,1478-5110,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,0,1,0
Royal Historical Society Camden Fifth Series,CUP:RHC,0960-1163,https://www.cambridge.org/core/product/identifier/RHC/type/journal,1478-5110,Controlled,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,0,0,1,0
Cardiology in the Young,CUP:CTY,1047-9511,https://www.cambridge.org/core/product/identifier/CTY/type/journal,1467-1107,Controlled,Total_Item_Investigations,6,0,0,0,0,0,0,0,0,0,0,4,2
Cardiology in the Young,CUP:CTY,1047-9511,https://www.cambridge.org/core/product/identifier/CTY/type/journal,1467-1107,Controlled,Unique_Item_Investigations,3,0,0,0,0,0,0,0,0,0,0,2,1
Proceedings of the International Astronomical Union,CUP:IAU,1743-9213,https://www.cambridge.org/core/product/identifier/IAU/type/journal,1743-9221,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,0,1,0
Proceedings of the International Astronomical Union,CUP:IAU,1743-9213,https://www.cambridge.org/core/product/identifier/IAU/type/journal,1743-9221,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,0,1,0
Behaviour Change,CUP:BEC,0813-4839,https://www.cambridge.org/core/product/identifier/BEC/type/journal,2049-7768,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,0,1,0
Behaviour Change,CUP:BEC,0813-4839,https://www.cambridge.org/core/product/identifier/BEC/type/journal,2049-7768,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,0,1,0
Irish Journal of Psychological Medicine,CUP:IPM,0790-9667,https://www.cambridge.org/core/product/identifier/IPM/type/journal,2051-6967,OA_Gold,Total_Item_Investigations,3,0,0,0,0,0,0,0,0,0,0,3,0
Irish Journal of Psychological Medicine,CUP:IPM,0790-9667,https://www.cambridge.org/core/product/identifier/IPM/type/journal,2051-6967,OA_Gold,Total_Item_Requests,3,0,0,0,0,0,0,0,0,0,0,3,0
Irish Journal of Psychological Medicine,CUP:IPM,0790-9667,https://www.cambridge.org/core/product/identifier/IPM/type/journal,2051-6967,OA_Gold,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,0,1,0
Irish Journal of Psychological Medicine,CUP:IPM,0790-9667,https://www.cambridge.org/core/product/identifier/IPM/type/journal,2051-6967,OA_Gold,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,0,0,1,0
Econometric Theory,CUP:ECT,0266-4666,https://www.cambridge.org/core/product/identifier/ECT/type/journal,1469-4360,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,0,1,0
Econometric Theory,CUP:ECT,0266-4666,https://www.cambridge.org/core/product/identifier/ECT/type/journal,1469-4360,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,0,1,0
Advances in Applied Probability,CUP:APR,0001-8678,https://www.cambridge.org/core/product/identifier/APR/type/journal,1475-6064,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,0,0,1
Advances in Applied Probability,CUP:APR,0001-8678,https://www.cambridge.org/core/product/identifier/APR/type/journal,1475-6064,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,0,0,1
BSAP Occasional Publication,CUP:OBA,0263-967X,https://www.cambridge.org/core/product/identifier/OBA/type/journal,2053-5953,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,0,0,1
BSAP Occasional Publication,CUP:OBA,0263-967X,https://www.cambridge.org/core/product/identifier/OBA/type/journal,2053-5953,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,0,0,1
Journal of Psychologists and Counsellors in Schools,CUP:JGC,1037-2911,https://www.cambridge.org/core/product/identifier/JGC/type/journal,1839-2520,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,0,0,1
Journal of Psychologists and Counsellors in Schools,CUP:JGC,1037-2911,https://www.cambridge.org/core/product/identifier/JGC/type/journal,1839-2520,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,0,0,1
Renaissance Quarterly,CUP:RQX,0034-4338,https://www.cambridge.org/core/product/identifier/RQX/type/journal,1935-0236,Controlled,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,0,0,0,2
Renaissance Quarterly,CUP:RQX,0034-4338,https://www.cambridge.org/core/product/identifier/RQX/type/journal,1935-0236,Controlled,Total_Item_Requests,2,0,0,0,0,0,0,0,0,0,0,0,2
Renaissance Quarterly,CUP:RQX,0034-4338,https://www.cambridge.org/core/product/identifier/RQX/type/journal,1935-0236,Controlled,Unique_Item_Investigations,2,0,0,0,0,0,0,0,0,0,0,0,2
Renaissance Quarterly,CUP:RQX,0034-4338,https://www.cambridge.org/core/product/identifier/RQX/type/journal,1935-0236,Controlled,Unique_Item_Requests,2,0,0,0,0,0,0,0,0,0,0,0,2
World's Poultry Science Journal,CUP:WPS,0043-9339,https://www.cambridge.org/core/product/identifier/WPS/type/journal,1743-4777,OA_Gold,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,0,0,1
World's Poultry Science Journal,CUP:WPS,0043-9339,https://www.cambridge.org/core/product/identifier/WPS/type/journal,1743-4777,OA_Gold,Total_Item_Requests,1,0,0,0,0,0,0,0,0,0,0,0,1
World's Poultry Science Journal,CUP:WPS,0043-9339,https://www.cambridge.org/core/product/identifier/WPS/type/journal,1743-4777,OA_Gold,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,0,0,1
World's Poultry Science Journal,CUP:WPS,0043-9339,https://www.cambridge.org/core/product/identifier/WPS/type/journal,1743-4777,OA_Gold,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,0,0,0,1
European Review,CUP:ERW,1062-7987,https://www.cambridge.org/core/product/identifier/ERW/type/journal,1474-0575,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,0,0,1
European Review,CUP:ERW,1062-7987,https://www.cambridge.org/core/product/identifier/ERW/type/journal,1474-0575,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,0,0,1
CNS Spectrums,CUP:CNS,1092-8529,https://www.cambridge.org/core/product/identifier/CNS/type/journal,2165-6509,Controlled,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,0,0,0,2
CNS Spectrums,CUP:CNS,1092-8529,https://www.cambridge.org/core/product/identifier/CNS/type/journal,2165-6509,Controlled,Total_Item_Requests,1,0,0,0,0,0,0,0,0,0,0,0,1
CNS Spectrums,CUP:CNS,1092-8529,https://www.cambridge.org/core/product/identifier/CNS/type/journal,2165-6509,Controlled,Unique_Item_Investigations,2,0,0,0,0,0,0,0,0,0,0,0,2
CNS Spectrums,CUP:CNS,1092-8529,https://www.cambridge.org/core/product/identifier/CNS/type/journal,2165-6509,Controlled,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,0,0,0,1
Journal of the History of Economic Thought,CUP:HET,1053-8372,https://www.cambridge.org/core/product/identifier/HET/type/journal,1469-9656,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,0,0,1
Journal of the History of Economic Thought,CUP:HET,1053-8372,https://www.cambridge.org/core/product/identifier/HET/type/journal,1469-9656,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,0,0,1
Social Policy and Society,CUP:SPS,1474-7464,https://www.cambridge.org/core/product/identifier/SPS/type/journal,1475-3073,Controlled,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,0,0,0,2
Social Policy and Society,CUP:SPS,1474-7464,https://www.cambridge.org/core/product/identifier/SPS/type/journal,1475-3073,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,0,0,1
International Psychogeriatrics,CUP:IPG,1041-6102,https://www.cambridge.org/core/product/identifier/IPG/type/journal,1741-203X,OA_Gold,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,0,0,0,2
International Psychogeriatrics,CUP:IPG,1041-6102,https://www.cambridge.org/core/product/identifier/IPG/type/journal,1741-203X,OA_Gold,Total_Item_Requests,2,0,0,0,0,0,0,0,0,0,0,0,2
International Psychogeriatrics,CUP:IPG,1041-6102,https://www.cambridge.org/core/product/identifier/IPG/type/journal,1741-203X,OA_Gold,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,0,0,1
International Psychogeriatrics,CUP:IPG,1041-6102,https://www.cambridge.org/core/product/identifier/IPG/type/journal,1741-203X,OA_Gold,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,0,0,0,1
Flow: Applications of Fluid Mechanics,CUP:FLO,,https://www.cambridge.org/core/product/identifier/FLO/type/journal,2633-4259,OA_Gold,Total_Item_Investigations,7,0,0,0,0,0,0,0,0,0,0,0,7
Flow: Applications of Fluid Mechanics,CUP:FLO,,https://www.cambridge.org/core/product/identifier/FLO/type/journal,2633-4259,OA_Gold,Total_Item_Requests,7,0,0,0,0,0,0,0,0,0,0,0,7
Flow: Applications of Fluid Mechanics,CUP:FLO,,https://www.cambridge.org/core/product/identifier/FLO/type/journal,2633-4259,OA_Gold,Unique_Item_Investigations,2,0,0,0,0,0,0,0,0,0,0,0,2
Flow: Applications of Fluid Mechanics,CUP:FLO,,https://www.cambridge.org/core/product/identifier/FLO/type/journal,2633-4259,OA_Gold,Unique_Item_Requests,2,0,0,0,0,0,0,0,0,0,0,0,2
